"cricinfo_id","headshot_image_url","headshot_primary_image_url","headshot_secondary_image_url"
1124282,"https://www.espncricinfo.com/db/PICTURES/CMS/321600/321602.png","https://www.espncricinfo.com/db/PICTURES/CMS/321600/321602.png","https://www.espncricinfo.com/db/PICTURES/CMS/308700/308748.jpg"
1124282,"https://www.espncricinfo.com/db/PICTURES/CMS/321600/321602.png","https://www.espncricinfo.com/db/PICTURES/CMS/321600/321602.png","https://www.espncricinfo.com/db/PICTURES/CMS/308700/308748.jpg"
567645,"https://www.espncricinfo.com/db/PICTURES/CMS/178900/178979.1.jpg","https://www.espncricinfo.com/db/PICTURES/CMS/178900/178979.1.jpg","https://www.espncricinfo.com/db/PICTURES/CMS/178900/178979.1.jpg"
1203877,"https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png"
1083575,"https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png"
1083575,"https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png"
629071,"https://www.espncricinfo.com/db/PICTURES/CMS/179500/179557.1.jpg","https://www.espncricinfo.com/db/PICTURES/CMS/179500/179557.1.jpg","https://www.espncricinfo.com/db/PICTURES/CMS/179500/179557.1.jpg"
629071,"https://www.espncricinfo.com/db/PICTURES/CMS/179500/179557.1.jpg","https://www.espncricinfo.com/db/PICTURES/CMS/179500/179557.1.jpg","https://www.espncricinfo.com/db/PICTURES/CMS/179500/179557.1.jpg"
629066,"https://www.espncricinfo.com/db/PICTURES/CMS/302900/302991.jpg","https://www.espncricinfo.com/db/PICTURES/CMS/302900/302991.jpg","https://www.espncricinfo.com/db/PICTURES/CMS/302900/302991.jpg"
1150576,"https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png"
1150576,"https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png"
55174,"https://www.espncricinfo.com/db/PICTURES/CMS/320500/320599.png","https://www.espncricinfo.com/db/PICTURES/CMS/320500/320599.png","https://www.espncricinfo.com/db/PICTURES/CMS/306600/306639.png"
53674,"https://www.espncricinfo.com/db/PICTURES/CMS/321700/321703.png","https://www.espncricinfo.com/db/PICTURES/CMS/321700/321703.png","https://www.espncricinfo.com/db/PICTURES/CMS/190700/190705.1.jpg"
8224,"https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png"
1203226,"https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png"
474211,"https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png"
52442,"https://www.espncricinfo.com/db/PICTURES/CMS/304000/304094.jpg","https://www.espncricinfo.com/db/PICTURES/CMS/304000/304094.jpg","https://www.espncricinfo.com/db/PICTURES/CMS/304000/304094.jpg"
336235,"https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png"
1125715,"https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png"
1125715,"https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png","https://cricketgoldcoast.com.au/wp-content/uploads/2019/08/generic-headshot.png"
594293,"https://www.espncricinfo.com/db/PICTURES/CMS/179800/179801.1.jpg","https://www.espncricinfo.com/db/PICTURES/CMS/179800/179801.1.jpg","https://www.espncricinfo.com/db/PICTURES/CMS/179800/179801.1.jpg"
245377,"https://www.espncricinfo.com/db/PICTURES/CMS/87800/87847.1.jpg","https://www.espncricinfo.com/db/PICTURES/CMS/87800/87847.1.jpg","https://www.espncricinfo.com/db/PICTURES/CMS/87800/87847.1.jpg"
6256,"https://www.espncricinfo.com/db/PICTURES/CMS/319700/319701.png","https://www.espncricinfo.com/db/PICTURES/CMS/319700/319701.png","https://www.espncricinfo.com/db/PICTURES/CMS/304000/304052.jpg"
